symbol,date,open,high,low,close,volume,simple_return,zscore_20,zscore_20_signal,zscore_20_signal_position,zscore_20_signal_position_strategy_return,zscore_20_signal_position_cumulative_return,zscore_20_signal_position_equity_curve,zscore_20_signal_position_strategy_return_transaction_cost,zscore_20_signal_position_strategy_return_net_return,zscore_20_signal_position_strategy_return_net_return_slippage,zscore_20_signal_position_strategy_return_net_return_net_return
AUBANK,2017-08-04,280.2,280.2,270.85,277.15,1403112,-0.007520139,,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-07,275.0,290.7,248.1,275.7,14704942,-0.005231738,-0.1571340612457982,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-08,276.7,289.15,274.25,284.15,4743356,0.030649185,0.6252196963985407,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-08-09,282.5,282.5,270.5,274.95,2774206,-0.032377183,-0.6552316918942062,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-10,257.5,275.35,251.0,271.4,6399422,-0.012911499,-0.04424134884139825,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-11,266.0,273.9,262.55,270.75,1678474,-0.0023949742,0.14986478922960314,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-14,272.6,277.5,268.5,270.2,1176194,-0.0020313263,0.16417504470253313,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-16,272.55,275.9,270.15,272.05,975976,0.0068466663,0.6373860088514618,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-08-17,273.2,276.25,271.05,271.75,651746,-0.0011026859,0.15518529164230896,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-18,270.7,274.5,267.5,268.85,573760,-0.010671556,-0.40519066118169755,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-21,270.35,273.25,268.65,270.1,1074978,0.0046494007,0.4953678420940574,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-08-22,271.4,272.1,263.85,264.75,943080,-0.019807518,-0.8690724979240296,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-23,265.9,266.5,261.0,262.6,510576,-0.008120835,-0.09308606700874578,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-08-24,263.35,267.5,262.0,266.4,972048,0.014470577,1.2367984864206645,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-08-28,266.6,270.6,264.0,268.95,1001376,0.009572148,0.8421535325442621,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-08-29,265.5,279.4,265.5,272.4,1649802,0.012827635,1.0386058103409543,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-08-30,275.0,278.85,274.2,275.4,712294,0.011013269,0.8867467621358552,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-08-31,274.9,278.2,273.0,274.7,580208,-0.0025416613,0.03365446550084897,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-01,275.5,285.0,273.75,276.15,1765988,0.005278468,0.4779798732206035,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-09-04,277.85,282.15,271.0,278.5,1182770,0.008509874,0.6228964279708066,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-09-05,280.05,288.25,276.55,286.55,1989224,0.028904796,1.8034017631868886,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-09-06,284.0,289.0,281.8,283.9,1157354,-0.009247899,-0.7136036280822068,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-07,285.6,288.0,277.5,279.35,815452,-0.016026735,-1.0902240854381493,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-08,280.5,282.75,275.0,277.15,831916,-0.0078754425,-0.6937401754906398,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-11,279.35,282.45,275.5,279.3,697004,0.0077575445,0.5348453184169523,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-09-12,280.0,280.2,275.5,277.8,468214,-0.0053705573,-0.5711515439509552,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-13,278.45,280.0,275.5,278.75,476598,0.003419757,0.15280407405779908,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-09-14,279.5,282.15,276.35,277.05,359790,-0.0060986876,-0.5994352693882513,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-15,275.9,286.0,275.2,283.6,1008804,0.023642063,1.6705325521207623,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-09-18,284.5,288.0,279.5,281.35,823952,-0.007933736,-0.810078169961154,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-19,281.4,281.4,275.5,276.5,931266,-0.017238319,-1.3791140538250652,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-20,278.4,279.0,273.15,274.95,1214296,-0.0056057572,-0.6015951803360726,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-21,275.6,280.4,273.0,276.85,986458,0.006910324,0.3380365673839079,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-09-22,275.95,275.95,270.5,272.95,569140,-0.014087021,-1.218635607581915,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-25,274.8,278.75,264.25,276.75,896016,0.013921976,0.9694633703019175,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-09-26,278.05,281.8,272.3,280.05,1125944,0.011924028,0.819555877624117,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-09-27,280.45,281.7,275.8,279.3,838242,-0.0026780963,-0.2745024072959623,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-28,278.0,279.9,275.05,278.55,758496,-0.0026853085,-0.2744604329014064,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-09-29,279.45,288.95,275.05,284.3,792284,0.020642638,1.4331276813287912,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-10-03,284.6,286.65,278.75,281.25,1070914,-0.010728061,-0.8378448135792956,0,0,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0
AUBANK,2017-10-04,283.95,286.4,280.05,281.65,332520,0.0014221668,0.188962639620147,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUBANK,2017-10-05,281.0,295.0,281.0,292.85,1734874,0.039765716,2.6028100472938207,-1,-1,-0.03976571559906006,-0.03976571559906006,0.9602342844009399,0.001,-0.04076571559906006,0.0005,-0.04126571559906006
AUBANK,2017-10-06,295.2,311.5,293.1,307.5,3843936,0.050025582,2.561326334384207,-1,-1,-0.0500255823135376,-0.08780199483364015,0.9121980051663598,0.0,-0.0500255823135376,0.0,-0.0500255823135376
AUBANK,2017-10-09,305.45,305.75,293.55,295.7,1247384,-0.038373947,-2.0973112362105817,1,1,-0.03837394714355469,-0.12280663286835003,0.87719336713165,0.002,-0.04037394714355469,0.001,-0.04137394714355469
AUBANK,2017-10-10,297.4,297.45,288.0,290.4,678448,-0.017923653,-0.9810066672903571,0,1,-0.01792365312576294,-0.13852914250503778,0.8614708574949622,0.0,-0.01792365312576294,0.0,-0.01792365312576294
AUBANK,2017-10-11,291.05,293.65,288.8,290.8,1128084,0.0013773441,-0.0543348950592553,0,1,0.0013773441314697266,-0.1373426006750349,0.8626573993249651,0.0,0.0013773441314697266,0.0,0.0013773441314697266
AUBANK,2017-10-12,292.95,293.05,285.05,290.65,481810,-0.0005158186,-0.13748891569203817,0,1,-0.0005158185958862305,-0.13778757540348552,0.8622124245965145,0.0,-0.0005158185958862305,0.0,-0.0005158185958862305
AUBANK,2017-10-13,291.15,298.0,288.75,292.85,909564,0.007569313,0.2261848328406779,0,1,0.007569313049316406,-0.13126121964670434,0.8687387803532957,0.0,0.007569313049316406,0.0,0.007569313049316406
AUBANK,2017-10-16,294.5,307.2,292.0,303.6,2015128,0.036708236,1.5592735087948255,0,1,0.03670823574066162,-0.09937135170044076,0.9006286482995592,0.0,0.03670823574066162,0.0,0.03670823574066162
AUBANK,2017-10-17,302.8,304.9,299.2,302.15,542840,-0.0047760606,-0.40489801287871946,0,1,-0.004776060581207275,-0.10367280868589024,0.8963271913141098,0.0,-0.004776060581207275,0.0,-0.004776060581207275
AUBANK,2017-10-18,300.0,304.5,294.1,295.85,628020,-0.02085054,-1.145768503208315,0,1,-0.020850539207458496,-0.12236171393109618,0.8776382860689038,0.0,-0.020850539207458496,0.0,-0.020850539207458496
AUBANK,2017-10-23,300.0,302.95,297.65,299.25,759678,0.011492252,0.3303548860066724,0,1,0.011492252349853516,-0.11227567327569943,0.8877243267243006,0.0,0.011492252349853516,0.0,0.011492252349853516
AUBANK,2017-10-24,299.0,300.95,295.75,296.7,259344,-0.008521259,-0.5682554302816405,0,1,-0.00852125883102417,-0.11984020203431389,0.8801597979656861,0.0,-0.00852125883102417,0.0,-0.00852125883102417
AUBANK,2017-10-25,295.0,299.0,282.0,285.1,1466270,-0.039096773,-1.788072670627979,0,1,-0.03909677267074585,-0.15425160956930795,0.845748390430692,0.0,-0.03909677267074585,0.0,-0.03909677267074585
AUBANK,2017-10-26,287.4,294.9,286.0,290.65,338256,0.019466758,0.7158877482663242,0,1,0.019466757774353027,-0.13778763051474474,0.8622123694852553,0.0,0.019466757774353027,0.0,0.019466757774353027
AUBANK,2017-10-27,293.9,302.0,293.0,295.9,844860,0.01806295,0.6382408916987465,0,1,0.018062949180603027,-0.12221353230184528,0.8777864676981547,0.0,0.018062949180603027,0.0,0.018062949180603027
AUBANK,2017-10-30,296.5,299.5,285.5,293.95,1627976,-0.0065900087,-0.39826319517093767,0,1,-0.006590008735656738,-0.12799815279201743,0.8720018472079826,0.0,-0.006590008735656738,0.0,-0.006590008735656738
AUBANK,2017-10-31,294.0,297.65,290.05,290.85,453978,-0.010546029,-0.5452838702725274,0,1,-0.01054602861404419,-0.1371943092241722,0.8628056907758278,0.0,-0.01054602861404419,0.0,-0.01054602861404419
AUBANK,2017-11-01,295.45,296.0,290.0,294.65,589374,0.0130651,0.46762886898255746,0,1,0.013065099716186523,-0.12592166683849282,0.8740783331615072,0.0,0.013065099716186523,0.0,0.013065099716186523
AUBANK,2017-11-02,298.5,309.75,298.5,305.1,1854906,0.035465837,1.27064751992993,0,1,0.03546583652496338,-0.09492174756457428,0.9050782524354257,0.0,0.03546583652496338,0.0,0.03546583652496338
AUBANK,2017-11-03,310.0,310.0,305.45,307.45,1074414,0.00770247,0.12365676869763689,0,1,0.007702469825744629,-0.08795040963525269,0.9120495903647473,0.0,0.007702469825744629,0.0,0.007702469825744629
AUBANK,2017-11-06,308.95,311.0,303.95,307.6,645802,0.00048792362,-0.09646541016396251,0,1,0.00048792362213134766,-0.08750539909555854,0.9124946009044415,0.0,0.00048792362213134766,0.0,0.00048792362213134766
AUBANK,2017-11-07,309.15,310.1,299.0,305.7,688332,-0.0061768293,-0.30042194741966083,0,1,-0.0061768293380737305,-0.09314172251725894,0.9068582774827411,0.0,-0.0061768293380737305,0.0,-0.0061768293380737305
AUBANK,2017-11-08,305.5,311.9,304.5,305.9,639110,0.0006542206,-0.06615294746055025,0,1,0.0006542205810546875,-0.09254843716802996,0.90745156283197,0.0,0.0006542205810546875,0.0,0.0006542205810546875
AUBANK,2017-11-09,306.5,314.0,306.5,311.85,833566,0.019450784,0.8788869801709631,0,1,0.019450783729553223,-0.07489779307434019,0.9251022069256598,0.0,0.019450783729553223,0.0,0.019450783729553223
AUBANK,2017-11-10,309.0,311.5,300.0,302.45,573826,-0.030142665,-1.6612737799317123,0,1,-0.030142664909362793,-0.10278283890461237,0.8972171610953876,0.0,-0.030142664909362793,0.0,-0.030142664909362793
AUBANK,2017-11-13,302.5,309.0,297.55,307.35,750236,0.01620102,0.671960203041389,0,1,0.016201019287109375,-0.08824700637298044,0.9117529936270196,0.0,0.016201019287109375,0.0,0.016201019287109375
AUBANK,2017-11-14,310.0,312.45,308.0,311.8,534986,0.014478564,0.5627019322672658,0,1,0.014478564262390137,-0.075046132063325,0.924953867936675,0.0,0.014478564262390137,0.0,0.014478564262390137
AUBANK,2017-11-15,304.0,314.95,304.0,312.95,444250,0.0036883354,0.1105767027248296,0,1,0.003688335418701172,-0.07163459195154953,0.9283654080484505,0.0,0.003688335418701172,0.0,0.003688335418701172
AUBANK,2017-11-16,313.25,326.25,313.0,322.8,1038832,0.03147459,1.4503604890764974,0,1,0.03147459030151367,-0.04241467108312702,0.957585328916873,0.0,0.03147459030151367,0.0,0.03147459030151367
AUBANK,2017-11-17,324.0,339.5,320.05,335.2,1326186,0.038414,1.6059346184701657,0,1,0.03841400146484375,-0.005629986855401392,0.9943700131445986,0.0,0.03841400146484375,0.0,0.03841400146484375
AUBANK,2017-11-20,336.0,337.45,329.0,331.6,357244,-0.010739863,-0.795062270150569,0,1,-0.01073986291885376,-0.016309384487193213,0.9836906155128068,0.0,-0.01073986291885376,0.0,-0.01073986291885376
AUBANK,2017-11-21,334.6,337.0,324.6,325.75,1517708,-0.017641783,-1.0907327547086858,0,1,-0.017641782760620117,-0.03366344062973081,0.9663365593702692,0.0,-0.017641782760620117,0.0,-0.017641782760620117
AUBANK,2017-11-22,326.05,327.8,320.75,326.35,232062,0.0018419027,-0.2841388062687758,0,1,0.001841902732849121,-0.03188354268017468,0.9681164573198253,0.0,0.001841902732849121,0.0,0.001841902732849121
AUBANK,2017-11-23,329.2,336.9,325.1,332.75,343096,0.019610882,0.7073673234159839,0,1,0.019610881805419922,-0.012897925261793675,0.9871020747382063,0.0,0.019610881805419922,0.0,0.019610881805419922
AUBANK,2017-11-24,332.75,336.5,329.0,331.6,255302,-0.0034560561,-0.521785158537622,0,1,-0.0034560561180114746,-0.016309405426294443,0.9836905945737056,0.0,-0.0034560561180114746,0.0,-0.0034560561180114746
AUBANK,2017-11-27,332.45,335.0,327.5,334.25,420776,0.007991552,0.07947894229267179,0,1,0.007991552352905273,-0.00844819054069812,0.9915518094593019,0.0,0.007991552352905273,0.0,0.007991552352905273
AUBANK,2017-11-28,334.45,342.15,331.1,339.8,895444,0.016604304,0.5011393393403725,0,1,0.016604304313659668,0.008015837446323948,1.008015837446324,0.0,0.016604304313659668,0.0,0.016604304313659668
AUBANK,2017-11-29,342.5,349.2,340.6,344.75,614140,0.014567375,0.37827270992146395,0,1,0.014567375183105469,0.022699982340916858,1.0226999823409169,0.0,0.014567375183105469,0.0,0.014567375183105469
AUBANK,2017-11-30,344.0,356.5,337.5,349.0,1045932,0.01232779,0.33921099555354123,0,1,0.012327790260314941,0.03530761322244347,1.0353076132224435,0.0,0.012327790260314941,0.0,0.012327790260314941
AUBANK,2017-12-01,349.85,356.5,345.5,351.05,539830,0.0058739185,-0.05600249962107892,0,1,0.005873918533325195,0.04138892579944353,1.0413889257994435,0.0,0.005873918533325195,0.0,0.005873918533325195
AUBANK,2017-12-04,353.9,354.9,335.15,343.8,423594,-0.020652354,-1.534037510274599,0,1,-0.020652353763580322,0.019881793298358597,1.0198817932983586,0.0,-0.020652353763580322,0.0,-0.020652353763580322
AUBANK,2017-12-05,343.8,345.0,340.0,342.3,314036,-0.0043630004,-0.593853718267438,0,1,-0.004363000392913818,0.01543204863347225,1.0154320486334723,0.0,-0.004363000392913818,0.0,-0.004363000392913818
AUBANK,2017-12-06,342.3,344.95,335.05,336.4,491036,-0.017236352,-1.2399896947478064,0,1,-0.01723635196685791,-0.0020702955552018842,0.9979297044447981,0.0,-0.01723635196685791,0.0,-0.01723635196685791
AUBANK,2017-12-07,338.0,341.9,335.0,338.8,227726,0.0071343184,0.16160493015516464,0,1,0.0071343183517456055,0.005049252648970715,1.0050492526489707,0.0,0.0071343183517456055,0.0,0.0071343183517456055
AUBANK,2017-12-08,339.0,347.0,338.5,344.9,479180,0.018004775,0.7157157139808333,0,1,0.018004775047302246,0.0231449383543747,1.0231449383543747,0.0,0.018004775047302246,0.0,0.018004775047302246
AUBANK,2017-12-11,347.45,365.95,344.0,356.4,1368978,0.033342957,1.537788662259844,0,1,0.033342957496643066,0.057259616546830205,1.0572596165468302,0.0,0.033342957496643066,0.0,0.033342957496643066
AUBANK,2017-12-12,357.5,366.25,357.5,362.1,1019772,0.015993357,0.4972698305891089,0,1,0.015993356704711914,0.07416874672375062,1.0741687467237506,0.0,0.015993356704711914,0.0,0.015993356704711914
AUBANK,2017-12-13,364.8,368.5,347.55,349.65,515892,-0.03438282,-2.0840857561671027,1,1,-0.03438282012939453,0.03723579591653081,1.0372357959165308,0.0,-0.03438282012939453,0.0,-0.03438282012939453
AUBANK,2017-12-14,351.6,352.95,325.45,337.85,581710,-0.03374797,-1.7964840306751075,0,1,-0.033747971057891846,0.002231192295730322,1.0022311922957303,0.0,-0.033747971057891846,0.0,-0.033747971057891846
AUBANK,2017-12-15,342.55,346.9,330.05,335.2,3928162,-0.007843673,-0.43507940488027785,0,1,-0.00784367322921753,-0.005629981676766427,0.9943700183232336,0.0,-0.00784367322921753,0.0,-0.00784367322921753
AUBANK,2017-12-18,335.15,339.95,325.0,334.2,371262,-0.002983272,-0.19368807045494685,0,1,-0.002983272075653076,-0.008596457985296735,0.9914035420147033,0.0,-0.002983272075653076,0.0,-0.002983272075653076
AUBANK,2017-12-19,336.5,341.5,331.5,335.35,345962,0.0034409761,0.10361725185572147,0,1,0.0034409761428833008,-0.005185062049254174,0.9948149379507458,0.0,0.0034409761428833008,0.0,0.0034409761428833008
AUBANK,2017-12-20,337.5,345.0,333.5,342.45,540510,0.021171927,1.0183720202432471,0,1,0.021171927452087402,0.015877087645291832,1.0158770876452918,0.0,0.021171927452087402,0.0,0.021171927452087402
AUBANK,2017-12-21,344.05,349.0,340.25,341.7,242830,-0.002190113,-0.20569981500687032,0,1,-0.002190113067626953,0.013652201960536958,1.013652201960537,0.0,-0.002190113067626953,0.0,-0.002190113067626953
AUBANK,2017-12-22,338.2,343.35,337.5,339.9,235026,-0.0052678585,-0.3724808609690635,0,1,-0.0052678585052490234,0.00831242558707479,1.0083124255870748,0.0,-0.0052678585052490234,0.0,-0.0052678585052490234
AUBANK,2017-12-26,340.35,342.4,335.5,339.6,114448,-0.000882566,-0.10264765307410134,0,1,-0.000882565975189209,0.0074225233478910635,1.007422523347891,0.0,-0.000882565975189209,0.0,-0.000882565975189209
AUBANK,2017-12-27,339.5,344.5,338.15,340.9,178214,0.0038280487,0.20186013704488157,0,1,0.0038280487060546875,0.011278985834843214,1.0112789858348432,0.0,0.0038280487060546875,0.0,0.0038280487060546875
AUBANK,2017-12-28,342.45,342.45,336.3,338.75,164434,-0.006306827,-0.3244291125669122,0,1,-0.006306827068328857,0.0049010241533478105,1.0049010241533478,0.0,-0.006306827068328857,0.0,-0.006306827068328857
AUBANK,2017-12-29,339.0,340.9,330.25,333.4,336048,-0.015793383,-0.7939268890120469,0,1,-0.01579338312149048,-0.01096976272028416,0.9890302372797158,0.0,-0.01579338312149048,0.0,-0.01579338312149048
AUBANK,2018-01-01,334.5,338.1,329.5,331.4,185152,-0.0059987903,-0.19069276000616953,0,1,-0.005998790264129639,-0.016902747678607555,0.9830972523213924,0.0,-0.005998790264129639,0.0,-0.005998790264129639
AUBANK,2018-01-02,331.5,339.5,326.1,330.7,259520,-0.0021122098,-0.018250995259877344,0,1,-0.0021122097969055176,-0.01897925532627165,0.9810207446737284,0.0,-0.0021122097969055176,0.0,-0.0021122097969055176
AUBANK,2018-01-03,331.05,338.2,330.3,334.85,241292,0.012549162,0.8009806172708739,0,1,0.012549161911010742,-0.006668267163300712,0.9933317328366993,0.0,0.012549161911010742,0.0,0.012549161911010742
AUBANK,2018-01-04,335.9,338.95,332.5,337.5,224020,0.007913947,0.46106600059789954,0,1,0.007913947105407715,0.0011929076284920015,1.001192907628492,0.0,0.007913947105407715,0.0,0.007913947105407715
AUBANK,2018-01-05,337.5,352.0,337.5,349.7,511032,0.03614819,1.8764623715282045,0,1,0.03614819049835205,0.0373842195790457,1.0373842195790457,0.0,0.03614819049835205,0.0,0.03614819049835205
AUBANK,2018-01-08,355.0,360.0,350.5,356.0,596384,0.018015385,0.8874102126977762,0,1,0.018015384674072266,0.0560730953495745,1.0560730953495745,0.0,0.018015384674072266,0.0,0.018015384674072266
AUBANK,2018-01-09,355.0,357.25,347.5,349.7,424642,-0.017696619,-0.9805822380183162,0,1,-0.017696619033813477,0.037384172109312885,1.0373841721093129,0.0,-0.017696619033813477,0.0,-0.017696619033813477
AUBANK,2018-01-10,351.75,352.5,347.5,349.75,206438,0.00014293194,0.10392611216232879,0,1,0.00014293193817138672,0.03753244743966078,1.0375324474396608,0.0,0.00014293193817138672,0.0,0.00014293193817138672
AUBANK,2018-01-11,347.0,362.5,347.0,354.75,536650,0.014295936,0.8844029761871659,0,1,0.01429593563079834,0.0523649445231229,1.052364944523123,0.0,0.01429593563079834,0.0,0.01429593563079834
AUBANK,2018-01-12,357.3,359.7,347.6,352.6,429896,-0.0060606003,-0.6364238734127077,0,1,-0.006060600280761719,0.04598698124488232,1.0459869812448823,0.0,-0.006060600280761719,0.0,-0.006060600280761719
AUBANK,2018-01-15,355.25,357.15,351.5,354.0,170636,0.003970504,0.0907640127467302,0,1,0.003970503807067871,0.05014007653605845,1.0501400765360585,0.0,0.003970503807067871,0.0,0.003970503807067871
AUBANK,2018-01-16,357.0,357.0,349.5,351.35,248946,-0.0074858665,-0.7781807253311521,0,1,-0.007485866546630859,0.04227886806784076,1.0422788680678408,0.0,-0.007485866546630859,0.0,-0.007485866546630859
AUBANK,2018-01-17,352.0,355.0,349.5,354.5,214650,0.008965373,0.468955576470479,0,1,0.008965373039245605,0.05162328693099161,1.0516232869309916,0.0,0.008965373039245605,0.0,0.008965373039245605
AUBANK,2018-01-18,362.5,362.5,350.0,354.05,475124,-0.0012694001,-0.24443449518088722,0,1,-0.0012694001197814941,0.050288356204596374,1.0502883562045964,0.0,-0.0012694001197814941,0.0,-0.0012694001197814941
AUBANK,2018-01-19,357.3,370.55,352.5,360.2,875398,0.017370462,1.149763132923567,0,1,0.01737046241760254,0.0685323506236939,1.068532350623694,0.0,0.01737046241760254,0.0,0.01737046241760254
AUBANK,2018-01-22,357.5,360.05,350.0,358.35,1368514,-0.0051360726,-0.6168204141727549,0,1,-0.005136072635650635,0.06304429085734808,1.063044290857348,0.0,-0.005136072635650635,0.0,-0.005136072635650635
AUBANK,2018-01-23,358.4,362.0,355.0,356.25,160646,-0.0058602095,-0.6479090454783958,0,1,-0.0058602094650268555,0.056814628642323006,1.056814628642323,0.0,-0.0058602094650268555,0.0,-0.0058602094650268555
AUBANK,2018-01-24,355.0,357.8,346.55,349.9,207342,-0.01782459,-1.4096701704399803,0,1,-0.01782459020614624,0.03797734096291294,1.037977340962913,0.0,-0.01782459020614624,0.0,-0.01782459020614624
AUBANK,2018-01-25,352.85,352.85,337.45,342.1,163832,-0.022292078,-1.5733688671900197,0,1,-0.02229207754135132,0.014838669592001974,1.014838669592002,0.0,-0.02229207754135132,0.0,-0.02229207754135132
AUBANK,2018-01-29,342.1,350.0,342.0,344.25,149834,0.0062847137,0.3262365683100981,0,1,0.0062847137451171875,0.021216640127863284,1.0212166401278633,0.0,0.0062847137451171875,0.0,0.0062847137451171875
AUBANK,2018-01-30,346.85,346.95,337.0,339.65,192732,-0.013362408,-1.0222378348675882,0,1,-0.013362407684326172,0.007570727048457071,1.007570727048457,0.0,-0.013362407684326172,0.0,-0.013362407684326172
AUBANK,2018-01-31,335.65,338.0,322.7,328.25,740994,-0.03356397,-2.0377080163782884,1,1,-0.033563971519470215,-0.026247348138049187,0.9737526518619508,0.0,-0.033563971519470215,0.0,-0.033563971519470215
